id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,33006,33021,33379,34076,34091,35022,33602,33771,32066,34192,35701,34784,33978,34278,35772,36799,37842,36039,35040,36042,35087,34499,33762,33021,27699,37804,36055,36902,35781,35677
